,Open,Open,Open,Open,Open,High,High,High,High,High,Low,Low,Low,Low,Low,Close,Close,Close,Close,Close,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOGL,META,NFLX,AAPL,AMZN,GOOGL,META,NFLX,AAPL,AMZN,GOOGL,META,NFLX,AAPL,AMZN,GOOGL,META,NFLX,AAPL,AMZN,GOOGL,META,NFLX
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-12,41.401008705572366,63.669498443603516,55.240896749478004,177.22472728437162,217.17999267578125,41.67830193296904,65.28800201416016,56.29585061961878,180.62868241811768,222.5500030517578,41.2764628718352,63.669498443603516,55.13689416440777,176.56781966543534,216.0,41.61485290527344,65.26000213623047,56.26350784301758,178.52857971191406,221.22999572753906,101672400,108874000,38586000,77551300,8199400
2018-01-16,41.80519776267262,66.1500015258789,56.74420798172111,180.64860408895177,224.24000549316406,42.155338158660705,66.99700164794922,57.170670216908654,180.89743136731119,226.07000732421875,41.391611922628655,64.61499786376953,56.064956516079036,177.20482787408395,217.1999969482422,41.40336227416992,65.24299621582031,56.265995025634766,177.55319213867188,221.52999877929688,118263600,144414000,36462000,36183800,13516100
2018-01-17,41.393964977895756,65.61199951171875,56.54765275521348,178.41909294268305,221.0,42.12244382278063,65.69999694824219,56.69494736587736,178.47882424230647,221.14999389648438,41.14017600316986,64.04399871826172,55.90721334307102,174.9753321710574,216.32000732421875,42.087196350097656,64.75,56.68400192260742,176.7668914794922,217.5,137547200,105076000,27830000,27992400,9123100
2018-01-18,42.15063189805174,64.69750213623047,56.696438614793244,177.2944091650246,220.33999633789062,42.322179120016855,65.2300033569336,56.75814388256141,180.13103089685436,220.5800018310547,41.8874412686416,64.20099639892578,55.95548185055023,176.24933160605107,216.5500030517578,42.12478256225586,64.66600036621094,56.52824401855469,178.95657348632812,220.3300018310547,124773600,80538000,27498000,23304900,8225300
2018-01-19,41.97203411210254,65.5999984741211,56.63075310702795,180.00166718212486,222.75,42.19997725182041,65.6500015258789,56.91688361159748,181.514526166508,223.49000549316406,41.69004367106382,64.64949798583984,56.35556804529305,179.32484905777451,218.5,41.93678665161133,64.72899627685547,56.902950286865234,180.43959045410156,220.4600067138672,129700400,91570000,30552000,26826500,10548600
2018-01-22,41.66419128105367,64.8584976196289,56.91887489216395,179.95187294500528,222.0,41.776986732052265,66.37249755859375,58.06638855045566,184.52033767881215,227.7899932861328,41.49969716799264,64.83300018310547,56.8193484355909,179.56370303665324,221.1999969482422,41.593692779541016,66.3655014038086,57.931034088134766,184.50042724609375,227.5800018310547,108434400,82802000,29550000,21059500,17703300
2018-01-23,41.664192570132855,66.90450286865234,58.2524953313163,185.17725379538535,255.0500030517578,42.167076637451515,68.24500274658203,58.645118945615685,188.66083550811203,257.7099914550781,41.55139711564439,66.86699676513672,58.08479809232796,184.67959926499583,248.02000427246094,41.603092193603516,68.12699890136719,58.5286750793457,188.46177673339844,250.2899932861328,130756400,103386000,39138000,25678800,27705300
2018-01-24,41.65244565950427,68.74099731445312,58.967079894517674,188.99927123787444,250.8800048828125,41.66419600870682,69.40799713134766,59.07008778168688,189.76566360615575,261.7099914550781,40.70072474534817,66.9000015258789,58.09226077314939,185.6450839543373,249.30999755859375,40.9404182434082,67.87550354003906,58.28583526611328,185.67494201660156,261.29998779296875,204420400,136150000,37128000,24334500,17352400
2018-01-25,41.00856445632681,68.4000015258789,58.754601217493956,187.06836723301825,263.0,41.11196179199427,68.91699981689453,58.96808102464448,187.73522259640635,272.29998779296875,40.07329474991296,67.88099670410156,58.31321093011841,185.7247088813128,260.2300109863281,40.209590911865234,68.89749908447266,58.82575988769531,186.60057067871094,269.70001220703125,166116000,95060000,29984000,17377700,15336400
2018-01-26,40.41873273310624,69.60050201416016,59.093978385707956,186.8692885950992,271.489990234375,40.41873273310624,70.12650299072266,59.0954704284668,189.10873413085938,274.6000061035156,39.96284645298547,69.04550170898438,58.12361907595811,185.93369558576103,268.760009765625,40.303585052490234,70.10250091552734,59.0954704284668,189.10873413085938,274.6000061035156,156572000,97146000,42170000,17759200,11021800
2018-01-29,39.98636656437985,70.45899963378906,59.117367566797654,187.86460029364022,274.20001220703125,39.98636656437985,71.56950378417969,59.614988493129125,187.95417447136586,286.80999755859375,39.26023983900179,70.02200317382812,58.921302522405746,184.75924063478703,273.9200134277344,39.469383239746094,70.88400268554688,59.04172897338867,185.1075897216797,284.5899963378906,202561600,114038000,31494000,20453200,17529700
2018-01-30,38.89833863011055,70.15850067138672,58.6058089037945,186.73990312417683,277.0,39.33072430737297,71.9625015258789,59.11387788750293,187.29727383392583,282.7300109863281,38.703294272434796,69.5999984741211,58.446069227133115,180.98701729007587,272.70001220703125,39.23672866821289,71.89099884033203,58.5883903503418,186.24224853515625,278.79998779296875,184192800,117438000,37338000,20858600,12482900
2018-01-31,39.21322280345226,72.56500244140625,58.908854820057535,187.48637416877298,281.94000244140625,39.5821629892802,73.62899780273438,59.03376118214948,188.93953216707698,282.2900085449219,39.126276669389796,72.50199890136719,58.326141963349826,184.35115651408114,269.5799865722656,39.344818115234375,72.54450225830078,58.829734802246094,186.01332092285156,270.29998779296875,129915600,128494000,36022000,43275100,11695100
2018-02-01,39.28373254454275,72.25,58.51971913386568,187.33709893144538,266.4100036621094,39.624471271162726,72.99400329589844,59.08999453214025,194.40380032981872,271.95001220703125,39.18738466884133,69.25700378417969,58.1897954782561,187.00864507281767,263.3800048828125,39.42707824707031,69.5,58.79838562011719,192.1842498779297,265.07000732421875,188923200,182276000,73514000,54211300,9669000
2018-02-02,39.008791439258424,73.86949920654297,56.1027769185901,191.1391438614441,263.0,39.19678633201018,74.9000015258789,56.295854081164165,193.29897787126404,270.6199951171875,37.62233582840989,70.69999694824219,55.29414291255394,189.08880964215672,262.7099914550781,37.716331481933594,71.49749755859375,55.69373321533203,189.3874053955078,267.42999267578125,346375200,222514000,117842000,26677500,9123600
2018-02-05,37.38734468652647,70.13099670410156,54.76865134000662,186.0531299975739,262.0,38.510609646343454,72.9489974975586,55.484231942129064,189.7158755251482,267.8999938964844,36.658865791013,66.03600311279297,52.58559177364152,179.76278413867004,250.02999877929688,36.77401351928711,69.5,52.86674499511719,180.40972900390625,254.25999450683594,290954000,229900000,83550000,33128200,11896100
2018-02-06,36.38391300733412,68.072998046875,51.45300820900175,177.73236095913506,247.6999969482422,38.47299755556763,72.19950103759766,54.11030204868363,184.89858375144433,266.70001220703125,36.188868674453644,67.5895004272461,51.255451128173426,176.9062525479621,245.0,38.31085205078125,72.14199829101562,53.963504791259766,184.44073486328125,265.7200012207031,272975200,221336000,76630000,37758500,12595800
2018-02-07,38.324955010024254,72.44999694824219,53.99037332091598,183.2861715813623,266.5799865722656,38.39780216652127,73.04949951171875,54.0680012972298,184.21181697651505,272.45001220703125,37.38028702578706,70.75749969482422,52.480092131032706,179.10587624163267,264.3299865722656,37.49073028564453,70.83899688720703,52.519405364990234,179.3347930908203,264.55999755859375,206434400,143254000,51942000,27601900,8981500
2018-02-08,37.666968464315005,71.48400115966797,52.74134820557106,180.1608884203465,267.0799865722656,37.833814815434046,71.6875,52.943381418294265,180.98699676690902,267.6199951171875,36.43090847610487,67.49700164794922,49.99597444033088,170.67559424418377,250.0,36.4591064453125,67.5250015258789,50.14575958251953,170.77513122558594,250.10000610351562,217562000,171572000,66792000,38478300,9306700
2018-02-09,37.06078435177872,68.67449951171875,51.04992931172337,173.94021638331782,253.85000610351562,37.25426208584625,69.17500305175781,52.33578147711019,176.0701772931132,255.8000030517578,35.44924037024393,63.29650115966797,49.61279997434446,166.3957714295385,236.11000061035156,36.90505599975586,66.9800033569336,52.064579010009766,175.2838897705078,249.47000122070312,282690400,282830000,98360000,39887600,16906900
2018-02-12,37.39819391405882,68.2334976196289,52.58210910046703,176.22940324969613,252.13999938964844,38.66996831387416,69.69049835205078,53.02499141080931,176.71711011087353,259.1499938964844,37.16460137519868,67.20050048828125,52.02577080094077,171.03388922749147,249.0,38.39154815673828,69.3115005493164,52.47711181640625,175.58245849609375,257.95001220703125,243278000,134778000,56240000,32092100,8534900
2018-02-13,38.212220019438064,69.29650115966797,52.250195305375534,174.79618330321944,257.2900085449219,38.87288278377922,70.98600006103516,52.80852678383553,175.14454757111807,261.4100036621094,38.141434080343934,69.17649841308594,52.09692873400524,172.28801524831223,254.6999969482422,38.77614212036133,70.72550201416016,52.45621109008789,172.3377685546875,258.2699890136719,130196800,118358000,31586000,21809400,6855200
2018-02-14,38.469402771500995,70.3125,52.46516533855798,172.63635367006276,260.4700012207031,39.53118098298525,72.60299682617188,53.517632459057005,178.9665199083366,269.8800048828125,38.43165339355974,70.16799926757812,52.24024276134647,172.39748921513117,260.3299865722656,39.49106979370117,72.55249786376953,53.379791259765625,178.67788696289062,266.0,162579600,119184000,41304000,28929700,10972000
2018-02-15,40.062081842285394,73.34449768066406,53.914735123767,179.65330499542176,270.0299987792969,40.840720145877995,73.4469985961914,54.44470257854249,179.65330499542176,280.5,39.87568230794668,71.84200286865234,53.107593232270254,176.0104697921348,267.6300048828125,40.8171272277832,73.08799743652344,54.308353424072266,179.1158447265625,280.2699890136719,204588800,113054000,37396000,20922100,10759700
2018-02-16,40.66847906045923,72.86849975585938,54.40887154176525,178.15037376118786,278.7300109863281,41.248919598735064,73.29000091552734,55.151821443265106,179.0361982153312,281.9599914550781,40.529268955862534,72.3280029296875,54.317807587176766,175.47298996517847,275.69000244140625,40.684993743896484,72.43450164794922,54.51436996459961,176.52801513671875,278.5199890136719,160704400,89452000,39948000,20645300,8312400
2018-02-20,40.5953347328144,72.32450103759766,54.37802287617981,174.9454769771052,277.739990234375,41.11678397015366,74.4384994506836,55.54892329436583,177.11524342872323,285.80999755859375,40.4466845808386,72.32450103759766,54.24067901949363,174.28856935539645,276.6099853515625,40.54814529418945,73.4175033569336,54.91694641113281,175.18434143066406,278.54998779296875,135722000,129984000,33754000,21204900,7769000
2018-02-21,40.77936963005102,74.25,55.19113921761663,175.8810716122027,282.07000732421875,41.083744521436586,75.17449951171875,56.53969148352771,180.41967852003413,286.6400146484375,40.3499375255703,73.94599914550781,55.11201539398281,175.57251304470122,280.010009765625,40.364097595214844,74.14600372314453,55.42253112792969,177.075439453125,281.0400085449219,149886400,126088000,41486000,23200800,9371100
2018-02-22,40.53634654968282,74.76799774169922,55.692237311531464,177.8617272319484,283.8800048828125,41.04363930940027,75.12699890136719,56.00523975937788,179.36465364290387,284.5,40.51511184260404,73.78800201416016,54.99457260793144,176.57778521791664,274.45001220703125,40.70151138305664,74.26699829101562,55.23094177246094,178.15037536621094,278.1400146484375,123967600,97162000,28010000,18464200,8891500
2018-02-23,40.97756109935426,74.76699829101562,55.66686289990078,179.05609393200032,281.0,41.44474251673854,75.0,56.181405049054106,182.52972802098623,286.0,40.94688635365938,74.32499694824219,55.158296514921666,178.66792400584404,277.80999755859375,41.40935134887695,75.0,56.1361198425293,182.43019104003906,285.92999267578125,135249600,88362000,25292000,19007300,7301800
2018-02-26,41.60992513616668,75.45999908447266,56.32371684041158,183.7141509359819,288.75,42.327213986024645,76.14199829101562,56.93778159872423,184.7890865597399,295.6499938964844,41.576892168087504,75.3499984741211,56.19831692222614,182.36052998612493,287.010009765625,42.22811508178711,76.09750366210938,56.91290283203125,184.0625,294.1600036621094,152648800,99100000,30912000,17599700,10268600
2018-02-27,42.258793298407795,76.2249984741211,56.91290130713517,183.58475964197942,294.7699890136719,42.584402981758934,76.33899688720703,56.94027060734641,183.833586915874,297.3599853515625,42.03699895157552,75.3604965209961,55.5738025799875,180.60879516601562,290.5899963378906,42.09126663208008,75.5989990234375,55.6096305847168,180.60879516601562,290.6099853515625,155712400,96176000,42964000,15849800,9416500
2018-02-28,42.29652963668485,75.97550201416016,55.83306277612974,181.44484635076935,293.1000061035156,42.61742279681184,76.43499755859375,56.11421979607381,182.02212743336486,295.75,42.01103124882288,75.5999984741211,54.88758611497072,177.3043569780085,290.7799987792969,42.02754592895508,75.62249755859375,54.93336486816406,177.4835205078125,291.3800048828125,151128400,90300000,49292000,18783000,7653500
2018-03-01,42.12665370237415,75.68000030517578,55.21302769011919,178.17029161586254,292.75,42.41923398670208,75.92449951171875,55.299114370176994,179.2750854179347,295.25,40.73926546455893,73.25,53.11057645825989,173.59187848036618,283.8299865722656,41.29138946533203,74.67250061035156,53.31559753417969,175.1147003173828,290.3900146484375,195208000,136704000,55338000,23201600,11932100
2018-03-02,40.772296004336106,73.45500183105469,52.64729503739767,172.47710751699228,284.6499938964844,41.59812374446892,75.05249786376953,54.0859203003677,176.27919557459333,301.17999267578125,40.689711790193535,72.75050354003906,52.255669904124645,172.17852693631085,283.2300109863281,41.57688903808594,75.01249694824219,53.949073791503906,175.79148864746094,301.04998779296875,153816000,131752000,50162000,20025900,13345300
2018-03-05,41.340940455918776,74.71199798583984,53.650002141164556,175.37346150456474,302.8500061035156,41.937895680395584,76.26899719238281,54.797014634375614,180.30023854364305,316.9100036621094,41.17813383100266,74.05000305175781,53.35839323546137,175.06491811154459,297.6000061035156,41.720821380615234,76.18049621582031,54.477542877197266,179.5537567138672,315.0,113605600,104678000,28648000,16189300,18986100
2018-03-06,41.97799739161679,76.66000366210938,54.842796927259705,180.9272788774212,319.8800048828125,42.058219779854376,77.10649871826172,55.018459315716925,181.52447038555147,325.7900085449219,41.55800535869931,76.4000015258789,54.464603994061115,178.2698055219423,316.5,41.68541717529297,76.88200378417969,54.7830810546875,178.93666076660156,325.2200012207031,95154000,91234000,23382000,15086800,18525800
2018-03-07,41.27722339665488,76.32599639892578,54.3810035737155,177.90154878699772,320.0,41.491939436030975,77.29499816894531,55.54444370606537,182.95772068926377,323.739990234375,41.11913683149567,76.12550354003906,54.23619571614768,177.23469353200903,314.54998779296875,41.298458099365234,77.25,55.486717224121094,182.84823608398438,321.1600036621094,126814000,83482000,30748000,19097300,17132200
2018-03-08,41.40464432036062,77.5,55.594206356143076,182.69894328259738,322.20001220703125,41.79160347848274,77.74400329589844,56.30281649788023,183.53499931514816,322.9200134277344,41.30790723107263,77.26249694824219,55.594206356143076,180.59884039000602,314.1300048828125,41.7491340637207,77.59300231933594,56.20030975341797,181.4846649169922,317.0,95096400,77252000,33862000,17225900,11340100
2018-03-09,41.98979370581474,78.17500305175781,56.703902790394935,183.04729913633454,321.3299865722656,42.471131613290154,78.9469985961914,57.77378853666673,184.63978457452825,331.44000244140625,41.85530006088455,77.9540023803711,56.444644232734824,182.35058580792406,320.2300109863281,42.46641159057617,78.94450378417969,57.76582717895508,184.36109924316406,331.44000244140625,128740800,90686000,42662000,18526300,14500200
2018-03-12,42.53955317171004,79.62999725341797,57.975322287362914,184.3611070558913,333.55999755859375,43.03505111739825,80.2665023803711,58.62770560343565,185.22703633173646,333.9800109863281,42.520680282638956,79.33499908447266,57.6842145129355,183.35585029567125,318.6000061035156,42.8769645690918,79.91950225830078,58.01911544799805,183.893310546875,321.29998779296875,128828400,103484000,44306000,15301200,20369200
2018-03-13,43.08223227117538,80.7979965209961,58.312710822877946,184.73933923363379,323.8699951171875,43.296948246447464,80.87699890136719,58.619745113235965,185.11756158547627,325.8399963378906,42.29179968136503,78.90049743652344,56.45857633233357,180.26044788177958,313.2799987792969,42.46404266357422,79.40899658203125,56.72430419921875,181.02684020996094,315.8800048828125,126774000,130638000,43140000,18067500,12917200
2018-03-14,42.546646480907,79.8499984741211,57.01740155535548,181.7434357906776,318.1600036621094,42.59383591695677,80.3219985961914,57.71207836260857,183.38568962286377,323.8800048828125,41.95440771746431,79.54450225830078,56.845721743664406,180.9969540147365,317.70001220703125,42.103057861328125,79.55000305175781,57.171165466308594,183.3259735107422,321.54998779296875,117473600,85188000,41870000,16821700,10475100
2018-03-15,42.11721959742761,79.75,57.205005108928034,182.38042609907762,323.1700134277344,42.52777530306526,79.84549713134766,57.8484285562726,183.13685546949077,323.3999938964844,42.01576247725302,78.90550231933594,56.512815026891,181.33534861466296,318.1400146484375,42.152610778808594,79.11599731445312,57.25675582885742,182.9975128173828,321.0899963378906,90975200,81394000,33382000,15614300,5642900
2018-03-16,42.152598545351026,79.17250061035156,57.49263253831835,183.62459484858502,321.4200134277344,42.26349568192526,79.47200012207031,57.565283245930274,184.46065090922176,324.1099853515625,41.90956956953668,78.375,56.29883896584192,182.54965911896093,318.3699951171875,42.00395202636719,78.58399963378906,56.45111083984375,184.22177124023438,318.45001220703125,157618800,108500000,58656000,24403400,7333700
2018-03-19,41.83878888337092,77.72650146484375,55.622073099576276,176.1796564685389,315.79998779296875,41.87418005588159,78.08300018310547,55.70218781532969,176.33890956779285,317.0,40.97520827088329,76.26750183105469,54.18693311609719,169.26226133381718,307.3399963378906,41.36216735839844,77.24649810791016,54.741783142089844,171.7505340576172,313.4800109863281,133787200,131616000,63656000,88140100,9925200
2018-03-20,41.348018646240234,77.51699829101562,54.65867557012891,166.68443360343,313.260009765625,41.71610131069404,79.3499984741211,55.014476473098476,169.40162347784184,319.5,41.277232687616795,77.27050018310547,53.863477617466295,161.19032254510918,312.79998779296875,41.348018646240234,79.32550048828125,54.529296875,167.36123657226562,317.5,78597600,91632000,54598000,129851800,5991900
2018-03-21,41.30082881932589,79.32250213623047,54.36856911754372,164.0269182478846,316.3500061035156,41.31262708006804,79.5,55.17123112122752,172.5865661186282,319.3999938964844,40.40893503213978,78.15850067138672,54.101842763390096,162.5339548206051,314.510009765625,40.41129684448242,79.09300231933594,54.439727783203125,168.5953826904297,316.4800109863281,148219600,95016000,44898000,106598800,5263900
2018-03-22,40.111632022544505,78.27349853515625,53.74355247244826,165.35070485882497,313.07000732421875,40.74397837568599,78.69249725341797,53.938121659760704,169.47128390579698,314.1199951171875,39.78130237542928,77.12000274658203,52.23227658186085,162.95200629426867,305.6600036621094,39.84029006958008,77.24600219726562,52.406944274902344,164.11651611328125,306.70001220703125,165963200,126412000,69312000,73743000,8063300
2018-03-23,39.731765813558816,76.95050048828125,52.318371086257336,164.6639418895425,307.4100036621094,40.092770347167665,77.45099639892578,53.085205104802824,165.81850410418517,309.3699951171875,38.9177360534668,74.76799774169922,50.99967489137062,158.27405921412011,300.3599853515625,38.9177360534668,74.77799987792969,51.083274841308594,158.64231872558594,300.94000244140625,164115200,160120000,49880000,53609700,9529900
2018-03-26,39.65625260438527,76.5,52.28005088348734,160.06561822676997,309.3599853515625,40.843084837972036,77.84950256347656,52.711490393439945,160.34430356236098,321.0299987792969,39.27165164905539,74.9625015258789,50.288572575271616,148.32096770110778,302.0,40.765220642089844,77.79299926757812,52.45372009277344,159.30917358398438,320.3500061035156,150164800,112494000,65984000,126116600,11988300
2018-03-27,40.9799318090033,78.62000274658203,52.941889278418174,155.57676146178918,322.489990234375,41.326779761121884,78.79850006103516,52.97373850548619,162.08609141664357,322.8999938964844,39.384905751877014,74.11599731445312,49.6436586467339,150.0428453501392,297.0,39.71995544433594,74.85250091552734,50.10744094848633,151.50595092773438,300.69000244140625,163690400,139992000,60816000,79117000,12068600
2018-03-28,39.46277291423723,72.3499984741211,49.85713933583971,150.9386176417588,298.3900146484375,40.11635766506289,72.79499816894531,51.00564776940355,155.1487860333358,298.79998779296875,38.97671482240663,69.30850219726562,48.96590007161025,150.092614026363,281.6099853515625,39.281089782714844,71.57099914550781,50.019859313964844,152.31214904785156,285.7699890136719,166674000,274106000,77698000,60029200,18972900
2018-03-29,39.59490019589132,70.30000305175781,50.31992775072282,154.4222169500067,287.0,40.52454685406839,72.77349853515625,52.15316233696836,160.66280991248811,295.3500061035156,39.38018411995231,68.26000213623047,49.963132112194,153.41696012120534,275.8999938964844,39.58782196044922,72.36699676513672,51.61025619506836,159.0404510498047,295.3500061035156,153594000,251622000,69338000,59434300,19145500
2018-04-02,39.3188487676036,70.88099670410156,51.13651313406774,157.0697333383701,291.94000244140625,39.86153643255992,71.06800079345703,51.72918049440134,158.45321243887204,292.8699951171875,38.806835864679655,67.75,49.4759533978981,153.38709254878768,275.04998779296875,39.328285217285156,68.59950256347656,50.39057922363281,154.6610870361328,280.2900085449219,150347200,209272000,65068000,36796000,13405800
2018-04-03,39.55479500409263,69.56900024414062,50.56574930178012,155.8156392300269,285.45001220703125,39.816700556208644,70.69999694824219,51.006144884055935,156.65169521078622,291.25,38.903572042223196,67.7665023803711,49.62524605593441,150.10255965374913,278.010009765625,39.73175811767578,69.60250091552734,50.691646575927734,155.37770080566406,283.6700134277344,121112000,204624000,51322000,42543900,12694900
2018-04-04,38.90356460438284,67.91200256347656,49.67400862549067,151.3168604270653,273.6300048828125,40.58589116765485,70.76950073242188,51.39130030399634,154.83030078017617,290.30999755859375,38.877609875339886,67.64399719238281,49.58841929115461,149.80398615099293,271.2200012207031,40.491512298583984,70.52850341796875,51.24052047729492,154.37246704101562,288.94000244140625,138422000,139646000,50724000,49885600,12914000
2018-04-05,40.72039125394802,72.09950256347656,52.07055459031195,160.80214739117127,293.1499938964844,41.10970865062555,72.97799682617188,52.086477305348915,160.81211020270698,299.1600036621094,40.602415848854996,71.35350036621094,50.95638215781339,155.9151757119389,289.1099853515625,40.772300720214844,72.5875015258789,51.38632583618164,158.59255981445312,293.9700012207031,107732800,128270000,35836000,41449600,10655200
2018-04-06,40.34049690731331,71.49849700927734,50.911593949854264,156.99009805038645,289.1000061035156,40.696781216245626,72.625,51.55352537760799,160.66279101161112,298.8500061035156,39.68691237208127,70.01300048828125,50.073103933661166,156.07441551275176,285.6499938964844,39.72938537597656,70.2614974975586,50.257225036621094,156.46258544921875,288.8500061035156,140021200,117646000,40134000,41644800,11444800
2018-04-09,40.08330952491145,71.25150299072266,50.75931976851458,157.0796785355495,291.7699890136719,40.840709321049765,71.92400360107422,51.98097995496909,159.77695750426258,299.54998779296875,40.07623129132678,70.12850189208984,50.71751979631954,155.3080144884373,289.1199951171875,40.12342071533203,70.30400085449219,50.761810302734375,157.18914794921875,289.92999267578125,116070800,84164000,33220000,34915200,9853600
2018-04-10,40.81948749052326,71.59950256347656,51.26789536291345,157.18915975718076,297.67999267578125,41.05543828526616,71.91899871826172,51.812790898731066,165.20140109468446,298.95001220703125,40.47263953422531,70.78500366210938,50.52892796455072,156.27347720249628,291.69000244140625,40.878475189208984,71.81099700927734,51.57841110229492,164.26580810546875,298.07000732421875,113634400,85082000,36620000,57889300,10660500
2018-04-11,40.63780760122349,71.97200012207031,51.35447377125556,164.5843068005088,302.8800048828125,41.036565052092335,72.43900299072266,51.54705356992285,167.8588669261611,311.6400146484375,40.51275395809374,71.24449920654297,50.71751964642542,162.48420407601944,301.82000732421875,40.68735885620117,71.35250091552734,51.009124755859375,165.53981018066406,303.6700134277344,89726400,71650000,34060000,56144600,14877400
2018-04-12,40.91621979282703,71.9749984741211,51.328105804130786,166.19671511807707,309.7200012207031,41.29138061548456,72.60600280761719,51.98396676462921,166.66451162652712,311.1300048828125,40.82891556844916,71.75299835205078,51.05839536086663,162.33492600139087,306.75,41.088462829589844,72.42500305175781,51.61771774291992,163.10130310058594,309.25,91557200,62700000,32896000,38263000,10249400
2018-04-13,41.23947464998233,72.45700073242188,52.09543346697468,163.80796135087482,317.2900085449219,41.48958188623348,72.98899841308594,52.39848136151801,164.92270260028707,317.489990234375,41.02004216545657,71.22599792480469,51.26241432712323,163.00176346962417,308.2300109863281,41.22767639160156,71.53949737548828,51.555511474609375,163.7482452392578,311.6499938964844,100497200,73706000,25410000,19990600,12046600
2018-04-16,41.298467764590995,72.25,52.0287525252446,164.94263300474694,315.989990234375,41.57217155354456,72.3499984741211,52.32135233415916,165.00234912359446,316.1000061035156,41.25127832519431,71.3740005493164,51.450018425445606,162.62356087048948,304.0,41.48487091064453,72.07499694824219,52.056121826171875,164.0568084716797,307.7799987792969,86313600,56172000,29776000,18119400,20307900
2018-04-17,41.642948619651534,73.11499786376953,52.80752788737833,165.05212389331822,329.6600036621094,42.221027229535785,75.3594970703125,53.99186418665157,168.20725218581742,338.6199951171875,41.624072127859385,72.85099792480469,52.60300416160682,164.88292315441342,323.7699890136719,42.05586242675781,75.19149780273438,53.711204528808594,167.8688507080078,336.05999755859375,106421600,102288000,54584000,22743000,33866500
